Configuração,Convergência (%),Tempo Médio (s)
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.07}",0,0.007365700000047684
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.007079500000000001
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.007959899999976159
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.0063166000000238415
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.007288600000023842
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.6,"taxaMutacao":0.05}",0,0.007160699999988079
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.6,"taxaMutacao":0.1}",0,0.007177700000047684
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.8,"taxaMutacao":0.05}",0,0.007203899999976158
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.8,"taxaMutacao":0.1}",0,0.007244700000047684
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.6,"taxaMutacao":0.05}",0,0.006487699999988079
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.6,"taxaMutacao":0.1}",0,0.006467
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.8,"taxaMutacao":0.05}",0,0.006471600000023842
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.8,"taxaMutacao":0.1}",0,0.006484600000023842
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.6,"taxaMutacao":0.05}",0,0.008047600000023842
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.6,"taxaMutacao":0.1}",0,0.008148899999976159
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.8,"taxaMutacao":0.05}",0,0.00801330000001192
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.8,"taxaMutacao":0.1}",0,0.008140299999952317
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.6,"taxaMutacao":0.05}",0,0.0074635
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.6,"taxaMutacao":0.1}",0,0.007475600000023843
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.8,"taxaMutacao":0.05}",0,0.007358200000047684
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.8,"taxaMutacao":0.1}",0,0.0073915
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.7,"taxaMutacao":0.07}",0,0.007171899999976159
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.7,"taxaMutacao":0.07}",0,0.0080585
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.07}",0,0.006475700000047683
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.07}",0,0.007353199999988079
"{"metodoSelecao":"roleta","metodoCrossover":"pmx","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.007204199999988079
"{"metodoSelecao":"torneio","metodoCrossover":"pmx","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.0081595
"{"metodoSelecao":"roleta","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.006496399999976158
"{"metodoSelecao":"torneio","metodoCrossover":"ciclico","taxaCrossover":0.7,"taxaMutacao":0.08}",0,0.007394399999976158
